,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2
2022-02-11,-0.11%,-1.75567,-0.10%,-0.57279,-1.63,0.0458,0.11,0.92701,+0.48%,0.29088,-1.47%,-0.62373,-1.41,-0.57439,0.06,-0.0941,-2.24,-0.22736,-2.10%,-0.06207,-1.75,-0.33241,-3.22%,0.02744,-1.81%,-0.38659,5.04,3.96947,17.77,19.62825,46.59,44.01408,19.79%,11.52052,0.25,0.58192,-0.85%,-0.25965,-0.68%,-0.17082,-1.57%,-0.77117,-1.78%,-0.6834,-1.65%,-0.30972,-2.61%,-2.18073,-1.03%,-1.0149,-2.75%,-0.50781,-1.41%,1.00743,-0.57%,1.55137,-0.20%,-1.32722,-1.85%,0.34543,-1.77%,-0.27234,-0.77%,-0.39814,-2.48%,-0.08313,-1.50%,0.75106,-1.84%,-0.16002,-2.40%,0.05659,-0.32%,-0.22953
2022-02-14,2.35%,2.23131,3.26%,3.16547,-2.04,-3.63634,-0.87,-0.76349,-0.03%,0.45475,-1.43%,-2.87966,-1.46,-2.84504,0.55,0.61787,-3.13,-5.30481,-2.78%,-4.82541,-1.96,-3.67539,-4.83%,-7.89524,-1.90%,-3.67415,-6.13,-1.38817,-7.56,8.85798,-8.8,33.69176,14.43%,37.07416,3.58,3.83672,-1.45%,-2.28646,2.79%,2.09675,-1.34%,-2.8909,-2.82%,-4.55015,-1.50%,-3.13264,0.01%,-2.59803,-0.31%,-1.33662,-3.01%,-5.67513,-2.54%,-3.91281,-1.52%,-2.07915,-0.74%,-0.93958,-1.39%,-3.20898,-2.74%,-4.45412,-1.81%,-2.56621,-3.32%,-5.71376,-2.20%,-3.66574,-1.51%,-3.3269,-0.95%,-3.3298,-1.37%,-1.68867
2022-02-15,-1.02%,-1.02377,0.23%,0.23343,-2.81,-4.78854,-1.57,-2.43332,-0.18%,-0.2092,-0.49%,-1.91654,-0.45,-1.90102,0.3,0.85819,0.09,-3.04741,-0.00%,-2.78253,-0.35,-2.30128,0.15%,-4.69161,-0.38%,-2.27328,3.53,-2.79001,5.56,-2.42387,4.83,-4.40098,3.55%,18.48599,2.53,6.20828,-1.12%,-2.55742,-2.24%,0.48834,-1.09%,-2.41728,0.58%,-2.25818,-0.40%,-1.89807,-0.80%,-0.78822,-0.29%,-0.59587,-0.03%,-3.03778,0.32%,-2.22333,-0.87%,-2.37638,-1.00%,-1.73606,-0.48%,-1.86538,0.41%,-2.33581,-1.09%,-2.87565,0.17%,-3.14968,0.55%,-1.6603,-0.39%,-1.89768,-1.88%,-2.81951,-1.02%,-2.38427
2022-02-16,0.11%,-0.91408,0.98%,1.21382,-1.51,-4.27389,-1.03,-2.59016,-0.05%,-0.22676,1.22%,0.72192,1.26,0.79995,-0.4,-0.09367,2.5,2.5912,2.53%,2.52778,1.6,1.24731,5.47%,5.62217,+1.58%,1.18656,2.9,6.51721,0.46,6.05245,6.39,11.52815,-9.28%,-6.06725,-3.55,-1.10634,1.38%,0.24465,-1.39%,-3.59675,1.15%,0.03952,2.08%,2.67225,1.51%,1.10694,-0.55%,-1.34102,0.18%,-0.10577,2.74%,2.70139,1.26%,1.58622,1.89%,1.00388,2.44%,1.42107,2.14%,1.64938,2.20%,2.62315,2.04%,0.92899,2.80%,2.97408,2.20%,2.76113,1.67%,1.27588,2.66%,0.72156,1.89%,0.84117
2022-02-17,-0.33%,-0.22165,-0.97%,0.0,4.55,2.97377,1.99,0.93179,-0.02%,-0.06598,-0.16%,1.06491,-0.15,1.10238,-0.3,-0.69524,-0.07,2.43458,-0.11%,2.41586,0.12,1.72963,0.03%,5.50383,+0.09%,1.66619,-0.17,2.71903,-3.2,-2.73885,-7.93,-2.04604,-5.49%,-14.2605,1.73,-1.88561,0.00%,1.38286,0.76%,-0.6352,0.13%,1.27921,0.27%,2.34876,0.52%,2.03996,0.18%,-0.37352,0.20%,0.38088,-0.17%,2.5565,-0.20%,1.05832,0.65%,2.54696,0.30%,2.75392,0.53%,2.68322,0.04%,2.24502,1.03%,3.09145,-0.23%,2.55696,0.30%,2.51085,-0.07%,1.60545,-0.32%,2.33285,0.25%,2.1354
2022-02-18,0.26%,-0.0738,-1.49%,-2.44465,-0.45,4.08372,0.53,2.52378,+0.18%,0.15626,-1.78%,-1.93436,-1.78,-1.92815,0.1,-0.19794,-2.98,-3.04425,-2.88%,-2.99185,-2.14,-2.0159,-3.74%,-3.70943,-2.12%,-2.03106,-3.51,-3.67107,-3.71,-6.78503,-4.7,-12.25962,15.73%,9.37743,-2.03,-0.3367,-2.41%,-2.40912,-0.08%,0.67519,-1.60%,-1.46616,-2.57%,-2.31055,-1.86%,-1.34793,0.06%,0.23548,0.91%,1.10738,-3.07%,-3.23372,-2.96%,-3.15229,-1.70%,-1.06329,-2.62%,-2.3294,-0.35%,0.17647,-2.42%,-2.37942,-2.34%,-1.3359,-3.46%,-3.6816,-1.72%,-1.42054,-1.32%,-1.38407,-2.71%,-3.01856,-3.65%,-3.41372
2022-02-21,0.74%,0.99963,1.18%,-0.32604,0.86,0.4054,0.02,0.54365,-0.25%,-0.07856,-0.68%,-2.44771,-0.65,-2.42174,0.25,0.35528,-1.19,-4.13699,-1.23%,-4.07828,-0.71,-2.82998,-1.12%,-4.82016,-0.72%,-2.81876,-2.11,-5.53922,-0.05,-3.73281,-1.92,-6.52742,-1.28%,14.24454,-0.75,-2.76532,-0.12%,-2.52586,-0.79%,-0.87034,-0.82%,-2.39985,-0.70%,-3.25565,-0.91%,-2.75341,-0.32%,-0.2559,0.11%,1.02118,-1.10%,-4.13166,-0.87%,-3.8062,-0.19%,-1.88188,0.25%,-2.38371,-1.47%,-1.81295,-1.21%,-3.60371,0.29%,-2.05639,-1.41%,-4.81295,-0.74%,-2.44386,-0.18%,-1.49218,-1.20%,-3.87916,-0.43%,-4.06265
2022-02-22,1.69%,2.43722,0.89%,2.08038,0.29,1.14731,-0.03,-0.01057,-0.16%,-0.41297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23,-2.05%,-0.40323,-2.41%,-1.54206,-1.83,-1.54246,-1.35,-1.37474,-0.15%,-0.30863,-1.42%,-2.08505,-0.1,-1.18781,-0.06,-0.01041,1.34,0.0758,-1.23%,-2.44373,0.66,-0.52629,-0.83%,-1.94384,-1.01%,-1.7241,3.78,0.8822,8.7,6.19048,2.9,-0.83799,3.82%,2.49021,-0.32,0.79677,-0.42%,-0.53545,-1.53%,-2.30295,-0.25%,-1.06905,-3.04%,-3.72394,-0.92%,-1.82936,-0.07%,-0.38957,-0.83%,-0.72428,-0.88%,-1.97175,-0.98%,-1.84198,-1.38%,-1.56564,-0.51%,-0.26656,-1.33%,-2.77476,-2.03%,-3.21372,-1.06%,-0.77477,-0.98%,-2.36964,-1.19%,-1.91467,-0.47%,-0.64092,-0.48%,-1.66946,-0.15%,-0.57333
2022-02-24,0.26%,-1.80245,-0.62%,-3.01065,1.06,-0.78258,0.47,-0.88454,+0.05%,-0.10388,-1.38%,-2.78005,-1.37,-1.46318,0.17,0.11449,-2.56,-1.25736,-2.57%,-3.76866,-1.81,-1.17041,-2.33%,-3.14688,-1.84%,-2.83683,2.78,6.67379,2.82,11.83844,0.0,2.89855,7.67%,11.78379,-0.27,-0.59363,-1.77%,-2.18273,1.01%,-0.53028,-0.51%,-0.76326,-3.42%,-6.35589,-1.88%,-2.7832,-1.72%,-1.78992,-0.82%,-1.65115,-2.56%,-3.42126,-1.73%,-2.68887,-1.32%,-2.67945,-1.67%,-2.16851,-2.15%,-3.45065,-2.96%,-4.92223,-1.98%,-3.02198,-2.46%,-3.41418,-2.13%,-3.28953,-3.11%,-3.56063,-2.08%,-2.54844,-2.52%,-2.66035
2022-02-25,-3.74%,-3.4965,-3.63%,-4.22402,-3.32,-2.29234,-2.6,-2.14239,+1.14%,1.18718,0.28%,-1.10958,0.27,-1.10067,0.98,1.15589,3.4,0.74841,3.34%,0.68804,1.47,-0.37209,3.70%,1.28394,+1.50%,-0.37261,-1.4,1.33745,-1.74,1.08905,-9.3,-9.29577,-2.26%,5.24124,0.77,0.49811,-1.17%,-2.9184,-0.87%,0.13611,0.46%,-0.05471,2.54%,-0.96245,1.24%,-0.66248,0.73%,-0.99713,-1.71%,-2.51789,3.47%,0.81476,3.13%,1.3467,-0.30%,-1.61558,-1.79%,-3.42824,2.34%,0.14013,3.02%,-0.02735,0.34%,-1.64512,4.01%,1.45248,1.95%,-0.22047,1.76%,-1.4038,2.10%,-0.03036,-2.13%,-4.59124
2022-02-28,1.87%,-1.94567,0.30%,-3.34288,2.92,-0.49582,1.06,-1.5727,-0.70%,0.43021,2.51%,2.79788,2.53,2.80651,-0.54,0.43664,1.53,4.98242,1.64%,5.04031,2.24,3.7423,1.57%,5.33498,+2.24%,3.76571,0.0,-1.4014,-0.51,-2.24159,8.07,-1.97183,-9.00%,-11.05738,-1.31,-0.55375,3.16%,1.95349,2.74%,1.84537,3.03%,3.50011,1.89%,4.4779,2.40%,3.67058,3.14%,3.89417,3.12%,1.35847,1.37%,4.88223,1.48%,4.65471,3.58%,3.26445,4.42%,2.55198,1.21%,3.5854,2.05%,5.12945,3.04%,3.38955,1.24%,5.30291,1.98%,3.9726,2.21%,4.01255,1.52%,3.6451,4.00%,1.78959
2022-03-02,0.30%,0.29996,-0.70%,-0.69825,0.93,3.87404,0.84,1.90199,+0.21%,-0.49169,-1.76%,-2.2426,-1.69,-2.13861,0.73,0.82807,-1.56,-1.23409,-1.59%,-1.18412,-1.47,-1.74087,-3.64%,-4.28132,-1.54%,-1.78716,-5.82,-12.8934,-7.21,-15.09554,3.11,-4.5977,10.51%,20.76839,8.03,12.90534,-3.71%,-5.10127,1.03%,3.62963,-0.58%,-1.33013,-1.34%,-0.74473,-1.53%,-0.83766,-0.84%,-0.40932,-0.60%,-1.90925,-1.99%,-2.15191,-1.22%,-1.21925,-2.31%,-3.46169,-5.26%,-5.81557,-1.32%,-1.34633,-1.49%,-0.4203,-2.82%,-3.72037,-1.68%,-1.36687,-2.16%,-2.16815,-1.26%,-2.05472,-0.55%,-0.91749,-5.72%,-6.95895
2022-03-03,-2.68%,-2.31776,-1.61%,-1.65746,1.63,2.57394,0.16,0.99972,-0.18%,0.25331,1.79%,-0.00369,1.75,0.0266,-0.02,0.70313,1.67,0.07907,1.62%,0.0045,1.81,0.31479,3.37%,-0.38985,+1.86%,0.29151,9.49,3.07355,13.6,5.43175,0.9,4.03727,-7.74%,1.95688,6.95,15.54534,2.55%,-1.24716,2.22%,3.27881,1.54%,0.94899,1.94%,0.57687,2.19%,0.63247,1.21%,0.3639,1.00%,0.39078,2.19%,0.15105,0.71%,-0.5152,2.24%,-0.12619,4.26%,-1.22106,1.35%,0.01207,1.22%,-0.28411,2.06%,-0.82208,1.95%,0.23608,2.50%,0.28704,0.67%,-0.60149,0.78%,0.22246,3.61%,-2.32559
2022-03-04,1.30%,-1.41527,-0.05%,-1.65829,1.88,3.54682,1.61,1.77461,+0.20%,0.01825,-0.29%,1.50086,-0.33,1.41582,0.41,0.3901,-1.47,0.1785,-1.56%,0.0405,-0.51,1.28957,-2.24%,1.05632,-0.53%,1.329,-2.02,7.22611,0.8,14.47862,8.96,9.93976,-0.85%,-8.52341,-2.65,4.11952,-0.30%,2.2479,0.27%,2.50338,0.49%,2.03606,-2.29%,-0.39368,0.08%,2.27511,1.72%,2.95041,0.72%,1.7234,-1.24%,0.91868,-0.78%,-0.07388,0.12%,2.35859,-0.42%,3.82794,-0.82%,0.51799,-2.20%,-1.00763,-0.42%,1.63275,-1.42%,0.50674,-0.60%,1.88218,-0.41%,0.2614,-1.64%,-0.87466,-0.85%,2.7277
2022-03-07,0.57%,1.87524,0.05%,0.0,-1.25,0.61533,-1.22,0.36656,+0.99%,1.18771,-0.53%,-0.81599,-0.46,-0.78584,0.88,1.29377,-1.36,-2.80563,-1.66%,-3.1892,-0.73,-1.2438,-2.42%,-4.60283,-0.79%,-1.3147,-5.6,-7.50799,-2.37,-1.5852,-8.22,0.0,4.92%,4.03383,7.44,4.59313,-1.96%,-2.25046,2.85%,3.13309,0.49%,0.98065,-1.51%,-3.76984,-0.23%,-0.1474,2.19%,3.95069,0.14%,0.86275,-1.78%,-3.00418,-1.40%,-2.16209,-0.42%,-0.30632,-3.56%,-3.96052,-1.66%,-2.46583,-1.25%,-3.42478,-1.55%,-1.96152,-2.00%,-3.39405,-0.56%,-1.16062,-0.57%,-0.97701,-1.33%,-2.94622,-3.40%,-4.22008
2022-03-08,2.27%,2.26672,5.93%,5.92784,-2.16,-3.37382,-2.29,-3.48625,+1.21%,2.20648,-2.37%,-2.89182,-2.39,-2.8336,0.65,1.5339,-3.75,-5.05862,-3.62%,-5.22222,-2.98,-3.68756,-4.91%,-7.211,-2.95%,-3.72179,2.26,-3.42391,4.46,1.96592,1.49,-6.84932,13.98%,19.58662,3.22,10.8944,-3.66%,-5.54303,1.57%,4.4639,-1.71%,-1.22866,-4.80%,-6.23773,-2.69%,-2.9114,1.31%,3.53029,-1.87%,-1.72715,-3.70%,-5.41549,-3.74%,-5.08873,-3.43%,-3.83784,-4.01%,-7.42194,-3.07%,-4.67768,-3.80%,-5.0061,-2.52%,-4.03272,-4.02%,-5.9455,-4.11%,-4.65001,-1.32%,-1.88246,-1.07%,-2.38517,-4.63%,-7.87347
2022-03-10,0.55%,2.8334,-1.17%,4.69072,-1.29,-3.4208,-1.09,-3.35479,+0.11%,1.32079,2.00%,1.42873,2.03,1.47337,-1.1,-1.32944,3.53,3.10793,3.59%,3.3091,2.55,1.82803,3.97%,5.91333,+2.57%,1.82786,6.03,9.79178,4.68,7.71208,1.6,12.05882,-7.63%,-10.97394,-12.13,-8.96147,3.61%,3.04507,-3.18%,-1.83678,1.90%,-0.25459,2.93%,2.9896,1.81%,1.16866,-0.78%,-2.36876,0.66%,-1.99348,3.98%,3.53791,3.45%,3.3315,3.01%,2.49363,3.23%,3.88516,3.17%,2.35283,2.72%,2.67291,2.52%,2.46828,4.37%,4.12742,2.15%,1.2972,1.86%,0.65529,3.17%,3.47638,4.15%,4.81203
2022-03-11,0.33%,0.14695,0.14%,3.49581,2.18,0.85532,2.21,1.09418,+0.47%,-0.38102,-0.34%,1.65917,-0.34,1.68701,0.55,-0.55522,-1.08,2.40446,-0.95%,2.61349,-0.42,2.12294,-2.17%,1.71689,-0.43%,2.13158,2.15,8.31522,1.59,6.30856,3.94,5.6,-6.84%,-13.9482,-2.47,-14.29264,-0.80%,2.78647,3.07%,-0.20792,-0.03%,1.86912,1.16%,4.12589,-0.12%,1.69275,0.73%,-0.05599,-0.89%,-0.23839,-1.76%,2.15649,-0.75%,2.67468,0.18%,3.1957,0.16%,3.40075,-0.89%,2.25896,0.29%,3.02128,-0.48%,2.02535,-1.71%,2.58798,0.20%,2.34758,-0.87%,0.97992,-0.93%,2.20696,-1.14%,2.96364
2022-03-14,-0.95%,-0.62569,-1.90%,-1.76274,0.3,2.47891,-0.71,1.48261,+0.67%,1.14052,-0.69%,-1.02763,-0.68,-1.0221,0.63,1.17383,-2.16,-3.22358,-2.18%,-3.10617,-1.31,-1.72505,-2.08%,-4.20544,-1.30%,-1.71978,0.18,2.35777,2.56,4.17661,0.0,3.93701,1.72%,-5.23883,3.12,0.57958,-0.72%,-1.51016,-0.85%,2.19152,-0.79%,-0.81863,-1.79%,-0.65321,-0.80%,-0.91765,-0.37%,0.34983,-1.15%,-2.03534,-1.80%,-3.52518,-1.88%,-2.61653,-0.74%,-0.5607,0.02%,0.18046,-1.73%,-2.6,-2.24%,-1.9602,-0.74%,-1.22097,-2.42%,-4.09289,-1.12%,-0.92749,-0.43%,-1.29309,-1.75%,-2.66847,-1.10%,-2.23178
2022-03-15,1.60%,1.59555,0.93%,0.93137,-2.16,-1.8716,-0.59,-1.2935,+0.29%,0.96108,0.00%,-0.68979,0.06,-0.62741,-0.13,0.49741,-1.85,-3.97836,-2.04%,-4.1793,-0.7,-2.00247,-3.07%,-5.09394,-0.74%,-2.02863,7.26,7.47617,6.82,9.57697,7.07,7.07071,3.32%,5.09428,-5.78,-2.83909,1.25%,0.52114,-2.89%,-3.71629,0.68%,-0.1131,-1.75%,-3.51152,0.32%,-0.4792,-0.11%,-0.47895,0.57%,-0.59209,-1.90%,-3.66327,-1.81%,-3.65952,-0.13%,-0.8715,0.53%,0.54909,-0.64%,-2.35605,-1.99%,-4.19361,0.98%,0.22918,-2.51%,-4.87056,-1.38%,-2.48153,-0.44%,-0.87111,-1.17%,-2.89877,1.73%,0.60469
2022-03-16,0.77%,2.37477,0.73%,1.66667,-0.14,-2.29783,-0.91,-1.49364,0.00%,0.28616,1.82%,1.82171,1.78,1.84358,0.1,-0.02018,3.11,1.20185,2.92%,0.81604,2.16,1.43996,4.36%,1.14785,+2.14%,1.38287,0.34,7.61142,-0.75,6.01375,9.43,17.17172,-6.11%,-2.99187,-6.38,-11.78999,1.31%,2.5732,-3.72%,-6.50762,1.93%,2.62482,3.39%,1.57801,1.55%,1.87894,1.25%,1.14141,2.21%,2.79211,3.43%,1.46627,2.24%,0.39164,1.10%,0.96579,0.11%,0.64305,1.53%,0.87917,3.05%,0.99264,1.94%,2.93541,3.41%,0.81819,2.09%,0.68472,1.61%,1.16044,1.31%,0.1335,0.77%,2.511
2022-03-17,0.22%,0.98612,-1.40%,-0.67994,2.36,2.21906,1.44,0.5133,-1.23%,-1.23243,1.55%,3.3931,1.57,3.38453,-0.48,-0.38384,3.73,6.95642,3.77%,6.79847,2.25,4.45829,5.03%,9.60033,+2.24%,4.42931,2.0,2.33427,5.25,4.4504,-1.08,8.25472,-10.59%,-16.05288,-1.45,-7.73711,2.88%,4.22929,-0.43%,-4.13822,1.22%,3.17717,3.35%,6.85234,1.32%,2.89021,-0.17%,1.0779,0.13%,2.35173,3.32%,6.86328,2.93%,5.2363,1.58%,2.70196,3.04%,3.14852,3.38%,4.95486,3.94%,7.10372,1.10%,3.05516,3.89%,7.43647,4.86%,7.046,1.40%,3.03244,3.69%,5.05127,3.63%,4.4318
2022-03-18,-2.21%,-1.99348,-1.76%,-3.13404,2.5,4.92528,1.33,2.78387,-1.26%,-2.47699,1.23%,2.79159,1.18,2.77049,-0.65,-1.14026,1.14,4.90642,1.33%,5.14464,1.2,3.47841,0.73%,5.79548,+1.23%,3.5008,-1.14,0.8376,-1.66,3.51162,-13.73,-14.65517,-3.75%,-13.94569,8.35,6.78142,1.23%,4.14554,3.48%,3.03996,1.61%,2.85068,1.86%,5.2771,1.34%,2.67729,0.46%,0.2863,0.59%,0.73034,0.69%,4.0342,0.93%,3.88751,1.95%,3.56149,-0.92%,2.09167,1.52%,4.94503,2.02%,6.03269,1.06%,2.16984,0.88%,4.80444,1.01%,5.91484,0.85%,2.25842,2.21%,5.97721,-0.12%,3.50723
2022-03-21,1.22%,-1.01266,1.24%,-0.5379,0.97,3.49406,0.46,1.79714,+0.10%,-1.15885,0.80%,2.03102,-0.14,1.04131,0.26,-0.39546,-0.12,1.01992,2.05%,3.40333,-0.02,1.17829,2.01%,2.76132,+1.17%,2.4126,-0.65,-1.7792,1.38,-0.30801,4.55,-9.80392,-7.01%,-10.49868,1.67,10.16414,0.29%,1.52359,0.09%,3.57857,0.65%,2.26874,2.18%,4.08364,0.40%,1.74288,-0.90%,-0.4455,0.27%,0.86376,2.19%,2.89248,1.44%,2.38431,0.60%,2.55288,-0.14%,-1.05079,1.37%,2.91055,2.15%,4.20888,-0.11%,0.94849,2.39%,3.28522,0.59%,1.60666,0.11%,0.96118,1.55%,3.78727,-0.14%,-0.26091
2022-03-22,0.37%,0.14615,1.92%,1.81908,-0.49,0.46711,-0.77,-0.31397,+0.53%,0.63312,-0.58%,0.20947,-0.47,0.06492,0.27,0.54098,-0.24,1.95235,-0.40%,1.64292,0.0,0.97293,-0.26%,1.74436,-0.04%,1.12225,6.68,5.99908,9.02,10.49061,18.84,24.24242,-1.42%,-8.33658,7.09,8.87551,-0.13%,0.16586,3.79%,3.88542,-0.12%,0.53248,-0.76%,1.40455,0.17%,0.56594,0.68%,-0.22728,0.12%,0.38523,-0.18%,2.00719,-0.66%,0.76413,0.85%,1.45361,-0.46%,-0.59839,-0.94%,0.42053,-0.38%,1.75685,0.18%,0.0666,-0.18%,2.20679,-0.71%,-0.12881,-0.75%,-0.63539,-1.37%,0.15962,-0.53%,-0.66846
2022-03-23,3.36%,3.7349,4.10%,6.10236,0.68,0.18527,0.89,0.11008,-0.20%,0.32366,0.74%,0.15115,0.79,0.31503,-0.01,0.26468,1.97,1.7321,1.95%,1.54731,1.18,1.18479,0.66%,0.39478,+1.13%,1.08714,3.65,10.58987,2.3,11.5345,9.35,29.95169,-2.51%,-3.89611,-0.32,6.74308,1.60%,1.4729,-0.66%,3.10478,0.02%,-0.10292,2.45%,1.66885,0.53%,0.69974,0.09%,0.76912,0.66%,0.77357,1.42%,1.24288,2.01%,1.33012,0.52%,1.37452,1.52%,1.0481,1.16%,0.20903,2.52%,2.12625,1.03%,1.2113,1.83%,1.64999,0.71%,-0.00578,0.75%,-0.00657,2.11%,0.72099,2.27%,1.73117
2022-03-24,-0.04%,3.31996,0.65%,4.7803,0.64,1.32513,0.92,1.82424,+0.29%,0.08788,-1.29%,-0.56287,-1.32,-0.54013,0.13,0.12183,-1.41,0.53234,-1.32%,0.60801,-1.28,-0.10669,-2.48%,-1.83802,-1.23%,-0.11096,-3.82,-0.30475,-3.14,-0.8975,-7.62,1.01626,2.75%,0.16999,2.84,2.50624,-1.84%,-0.27081,1.74%,1.06713,-1.77%,-1.75359,-1.23%,1.18462,-0.91%,-0.39013,0.17%,0.25835,-0.89%,-0.23645,-1.50%,-0.10265,-1.24%,0.73666,-0.39%,0.12507,-3.32%,-1.85038,-1.31%,-0.16265,-0.85%,1.65207,-0.83%,0.19709,-1.32%,0.48522,-1.68%,-0.97416,-1.88%,-1.15102,-2.10%,-0.03304,-2.79%,-0.58014
2022-03-25,0.81%,0.77656,0.32%,0.97403,0.13,0.76568,-0.2,0.72546,+0.08%,0.37117,1.02%,-0.28591,1.03,-0.30252,0.17,0.3046,2.19,0.74894,1.93%,0.58842,1.46,0.16648,5.13%,2.521,+1.43%,0.18951,3.5,-0.46199,1.73,-1.43121,4.63,-3.34572,-8.06%,-5.53618,-2.25,0.51897,0.76%,-1.09968,0.13%,1.86951,1.15%,-0.64202,0.73%,-0.50701,0.75%,-0.17629,0.99%,1.16292,0.62%,-0.27471,2.71%,1.16377,1.69%,0.42056,1.96%,1.5663,0.77%,-2.5711,0.63%,-0.68366,0.95%,0.0948,1.33%,0.49084,2.87%,1.50765,1.06%,-0.63369,0.44%,-1.45112,1.37%,-0.76556,0.65%,-2.16306
2022-03-28,0.46%,1.27119,2.02%,2.35023,0.32,0.44274,0.01,-0.18537,+0.45%,0.53011,0.44%,1.46321,0.45,1.48613,0.0,0.17238,-0.05,2.13712,-0.16%,1.77194,0.53,2.00112,-0.21%,4.91084,+0.51%,1.94806,4.98,8.64629,7.01,8.86559,3.46,8.2495,-3.97%,-11.7098,1.39,-0.8962,1.31%,2.07305,2.28%,2.40804,0.52%,1.66914,-0.09%,0.64633,0.63%,1.37831,1.48%,2.491,0.81%,1.42983,-0.09%,2.61463,0.38%,2.07769,1.10%,3.08792,1.64%,2.42669,-0.19%,0.43768,-0.11%,0.83721,1.12%,2.45841,-0.18%,2.67959,0.08%,1.13735,0.12%,0.55544,-1.61%,-0.26998,1.53%,2.18626
2022-03-29,5.25%,5.24852,10.46%,10.45987,-0.81,-0.49799,-0.02,-0.00366,-0.12%,0.33372,0.27%,0.71439,0.27,0.71957,0.31,0.30367,1.56,1.5003,1.31%,1.14897,0.69,1.22992,0.62%,0.40903,+0.71%,1.22474,-0.88,4.05063,2.27,9.41452,3.35,6.92308,-5.67%,-9.41394,-6.97,-5.67919,-0.30%,1.00565,-2.56%,-0.34527,0.74%,1.25567,2.67%,2.58373,0.03%,0.6594,0.62%,2.10706,0.41%,1.22413,1.23%,1.13748,0.27%,0.6557,-0.46%,0.63775,-1.10%,0.52195,0.89%,0.69153,2.14%,2.02539,0.11%,1.23015,1.09%,0.91179,0.96%,1.03939,0.92%,1.03274,0.50%,-1.12675,-1.16%,0.3556
2022-03-30,-1.85%,3.30205,-1.76%,8.52119,1.16,0.33594,0.42,0.40623,-1.33%,-1.44725,0.97%,1.24193,0.97,1.23997,-0.69,-0.39478,1.68,3.26652,1.84%,3.17828,1.26,1.96186,2.21%,2.84341,+1.23%,1.94936,-2.75,-3.61736,1.57,3.89667,3.24,6.69145,-3.72%,-9.17828,-1.62,-8.48112,0.23%,-0.06384,-0.44%,-2.99664,0.55%,1.29326,1.54%,4.25509,0.90%,0.9288,0.93%,1.5491,0.92%,1.33562,2.06%,3.31754,1.39%,1.66456,0.77%,0.30471,1.72%,0.59759,2.23%,3.13907,1.70%,3.86988,1.48%,1.59481,1.83%,2.94616,1.62%,2.59522,1.23%,2.15848,2.69%,3.20057,0.89%,-0.2741
2022-03-31,-2.93%,-4.72259,-2.29%,-4.0,0.13,1.29003,0.21,0.62941,+0.25%,-1.09018,-0.19%,0.78075,-0.21,0.75747,-0.62,-1.31194,-1.09,0.57557,-1.21%,0.60864,-0.64,0.61296,-3.23%,-1.08678,-0.63%,0.58857,-1.67,-4.37956,-2.55,-1.0274,-6.27,-3.23741,2.28%,-1.52827,3.43,1.75538,-0.71%,-0.47266,1.17%,0.72195,0.22%,0.77554,-1.51%,0.00469,-0.15%,0.74737,0.84%,1.7707,0.15%,1.0758,-1.36%,0.67226,-0.55%,0.83214,-0.33%,0.43143,-3.00%,-1.3332,-1.29%,0.91678,-1.04%,0.63307,-0.75%,0.72054,-1.36%,0.44647,-1.11%,0.48875,-0.17%,1.06395,-1.30%,1.36,-2.21%,-1.33262
