date,dji_cr,dji_f_cr,dxy_cr,ixic_f_cr,bond_kor_10_cr,bond_kor_2_cr,kosdaq_cr,kospi_cr,krw_cr,ixic_cr,spx_f_cr,sox_cr,spx_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,vix_cr,wti_cr,spsy_cr,spny_cr,spxhc_cr,splrcd_cr,splrci_cr,splrcu_cr,splrcs_cr,splrct_cr,splrcl_cr,splrcm_cr,ixbk_cr,ixfn_cr,ixid_cr,ixis_cr,ixk_cr,ixtr_cr,ixut_cr,nbi_cr,bkx_cr,dji_cr_2,dji_f_cr_2,dxy_cr_2,ixic_f_cr_2,bond_kor_10_cr_2,bond_kor_2_cr_2,kosdaq_cr_2,kospi_cr_2,krw_cr_2,ixic_cr_2,spx_f_cr_2,sox_cr_2,spx_cr_2,bond_usa_10_cr_2,bond_usa_2_cr_2,bond_usa_3m_cr_2,vix_cr_2,wti_cr_2,spsy_cr_2,spny_cr_2,spxhc_cr_2,splrcd_cr_2,splrci_cr_2,splrcu_cr_2,splrcs_cr_2,splrct_cr_2,splrcl_cr_2,splrcm_cr_2,ixbk_cr_2,ixfn_cr_2,ixid_cr_2,ixis_cr_2,ixk_cr_2,ixtr_cr_2,ixut_cr_2,nbi_cr_2,bkx_cr_2
2022-08-02,-0.14%,-0.18%,-0.42%,-0.07%,1.95%,2.25%,0.50%,0.03%,+0.33%,-0.18%,-0.31%,0.38%,-0.28%,-3.10%,-1.18%,0.32%,7.08%,-4.80%,-0.89%,-2.18%,-0.73%,0.51%,0.12%,0.10%,1.21%,-0.20%,-0.42%,-0.81%,0.14%,-0.66%,0.27%,-0.92%,-0.32%,0.51%,0.11%,-1.70%,-0.37%,0.8262238796587558,0.8525700215450908,-0.8471718865185376,1.7664376840039255,1.9519999999999982,2.247191011235957,1.1636909938511468,0.6972524743690792,0.9154978502010777,1.6969299109108584,1.1537989443967105,1.1485844238198337,1.1344578052907055,-2.633559066967639,-0.1453035806953808,0.5478297513695701,2.283924006378556,-2.623935726345751,0.497926833621422,2.232575394206689,-1.0773416264024434,4.800377730993994,2.131493323182375,0.9341057845536734,0.47618107556053996,1.3404845761769226,0.14101648860894386,0.4949359424139076,1.4896784217221506,-0.14927247647826017,3.7586000349729343,0.49328247799093833,1.3552548520705918,2.2433917467893716,-1.1235163115242568,-2.307854186929966,1.0001866341826675
2022-08-03,-1.23%,-1.23%,0.73%,-0.29%,-2.73%,-2.33%,-0.40%,-0.52%,+0.34%,-0.16%,-0.65%,-0.12%,-0.67%,6.21%,6.12%,6.16%,4.77%,0.56%,-1.07%,-0.21%,-0.37%,-0.70%,-1.05%,-0.22%,-0.74%,-0.69%,-0.18%,-1.01%,-1.03%,-0.07%,-0.05%,-0.11%,-0.37%,-1.60%,-0.08%,0.66%,-1.40%,-1.366896703789672,-1.4013709063214013,0.3072414659856549,-0.3623328065374089,-0.8319999999999936,-0.1321877065432916,0.08959853446357463,-0.4845964842953294,0.6792174800647681,-0.3384045812494527,-0.9616547719850006,0.25647956272336847,-0.9466647620384988,2.9213483146067523,4.864938888698692,6.504646175839889,12.189406426486196,-4.258775563441446,-1.951645079746003,-2.3850032559423497,-1.0954169322483167,-0.1950823622873788,-0.9291346431208969,-0.1197874874921797,0.4602453210851648,-0.8959013360708151,-0.5972522134753292,-1.815550864928705,-0.8912746090012883,-0.7386738491879831,0.22510148497214147,-1.0330098447683007,-0.6865438292987351,-1.095998536938412,0.027863437919927868,-1.0522899701856805,-1.7611766587936284
2022-08-04,1.29%,1.25%,0.26%,2.68%,1.29%,1.75%,1.37%,0.89%,-0.30%,2.59%,1.53%,2.65%,+1.56%,-1.52%,0.20%,-1.82%,-8.27%,-3.98%,1.49%,-2.97%,0.92%,2.52%,0.98%,0.68%,0.58%,2.69%,2.48%,0.13%,1.07%,1.84%,2.11%,1.84%,3.05%,1.36%,1.82%,3.94%,1.72%,0.042994667946581806,0.009155552842799158,0.9882664812480988,2.3837994214079075,-1.4752040175769037,-0.6140917905623686,0.9596216169400543,0.3751636730298705,0.03748097266948736,2.4187902006626327,0.8676131537434777,2.522895150738995,0.8871882154988421,4.559505409582685,6.336832623081456,4.233025984911985,-3.8966698060533767,-3.440191445879566,0.40537620515132605,-3.167310658605903,0.5507419401016901,1.794933200933408,-0.08772639681397516,0.45741063912101454,-0.15712753433739124,1.9781705997460337,2.299983455188509,-0.8823926893582197,0.03399899344785953,1.7620187780102738,2.0577559358935797,1.7298087417123846,2.6637130546860006,-0.26792887878262345,1.7436453890576158,4.632212741157602,0.29615889475813656
2022-08-05,-0.26%,-0.27%,-0.76%,0.42%,0.16%,1.04%,1.20%,0.47%,-0.41%,0.41%,-0.10%,0.92%,-0.08%,-0.47%,-0.66%,-1.77%,-2.32%,-2.34%,-0.34%,-3.60%,-0.49%,0.54%,0.31%,0.12%,-0.79%,0.42%,0.18%,0.05%,-0.59%,0.51%,0.44%,-0.31%,0.28%,0.76%,0.34%,2.38%,-1.10%,1.0206465499544548,0.9763633554765951,-0.5070444126928497,3.1142403961468528,1.4520813165537245,2.8127068166777107,2.588450853360754,1.3727543070510386,-0.717324023112916,3.0109931649575765,1.4290076335877862,3.585508432956551,1.484898037001448,-1.9650655021834158,-0.46359777995430007,-3.553099091985782,-10.405347845230098,-6.227491386831965,1.1400283973377552,-6.4555384603656325,0.42557592350999995,3.071910208873173,1.291252865131645,0.7995735347536803,-0.2084774820834018,3.1171847847093583,2.6698018669296433,0.17620090800531107,0.47434621862642146,2.356008466017855,2.5534707210371437,1.525723373405279,3.3335860869773906,2.1216899135737073,2.1679661731301394,6.415870572211908,0.6007127690527012
2022-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-08,0.23%,0.23%,0.88%,-0.74%,-0.60%,-1.58%,0.79%,0.72%,-0.01%,-0.50%,-0.13%,-0.91%,-0.16%,4.94%,5.94%,3.56%,-1.35%,0.53%,0.79%,2.04%,-0.03%,-1.66%,0.21%,-0.30%,-0.15%,-0.24%,-0.88%,0.36%,0.83%,0.31%,-1.38%,0.91%,-0.39%,0.44%,-0.34%,1.45%,1.30%,-0.02752380952380952,-0.03967043027158987,0.10622499559995713,-0.322118826055834,-0.44600191143675666,-0.5528455284552958,1.9966676792282694,1.1923905924748408,-0.42666421984676234,-0.08375605795657112,-0.2285714285714286,-0.0022947200969187427,-0.24018271213934622,4.471544715447155,5.232633911116906,1.7289907519099197,-3.6446520118573646,-1.8199883732946631,0.43783354045647843,-1.6292830995080123,-0.5230349941303806,-1.1241689528647827,0.5243748478518091,-0.17736953745450035,-0.9365335872196002,0.17489288987320623,-0.693347261111456,0.4099253491062768,0.23443375336805278,0.8168525031993971,-0.9534855951968851,0.5950002563075056,-0.1144118585979051,1.1961812709679507,0.0,3.866858819246925,0.1845500998185546
2022-08-09,0.09%,0.11%,-0.16%,-0.34%,2.02%,1.57%,-0.09%,0.09%,-0.24%,-0.10%,-0.12%,-1.61%,-0.12%,-2.91%,-1.26%,-0.33%,0.66%,1.97%,-0.18%,0.49%,0.23%,0.30%,-0.08%,0.12%,-0.06%,-0.88%,0.37%,0.55%,-0.02%,0.62%,0.26%,0.98%,-0.58%,0.45%,0.27%,0.92%,-0.53%,0.32303397944107864,0.3396468896300603,0.7170832855439215,-1.0786373527425528,2.0224719101123503,1.5696533682145206,0.6907766242356089,0.808293580394357,-0.2541442402930086,-0.5984013049719351,-0.2528749473177193,-2.501122097254239,-0.28613130247545004,-2.72373540856031,-0.6316180568456243,-0.03952569169960039,-0.6996250690012709,2.5073426674358674,0.6031970785945374,2.540562095484249,0.19588894652620734,-1.3661540695257213,0.1343870591108918,-0.17715848918788546,-0.2140685467998771,-1.1163964231523438,-0.5088799694435966,0.9105257228253099,0.8072366458336835,0.9315395623413201,-1.1281909502191279,1.8995388492914242,-0.9710975252049482,0.8897066148005897,-0.07189106328947875,2.3904940568250717,0.7557357308149165
2022-08-10,-0.18%,-0.17%,-0.07%,-1.15%,-0.31%,0.32%,0.34%,0.42%,+0.54%,-1.19%,-0.42%,-4.57%,-0.42%,1.06%,1.81%,4.11%,2.25%,-0.29%,0.57%,1.77%,-0.29%,-1.54%,-0.37%,1.06%,-0.08%,-1.00%,-0.72%,-0.51%,0.54%,-1.40%,-1.19%,1.17%,-1.15%,-1.17%,-0.71%,-1.68%,0.45%,-0.08858390547493548,-0.06105565222700492,-0.22349419398694226,-1.4910705849003119,1.7014446227929352,1.896664486592553,0.2416922863523708,0.5082668966275014,0.29948396608920713,-1.292668168107118,-0.5365647796467113,-6.107637635392591,-0.5481051532016469,-1.87146892655367,0.5291656411518546,3.771725850313321,2.9314461012575785,1.6739667767776012,0.38411814429913976,2.274683145181354,-0.06989205560301312,-1.2441671865722557,-0.44659393840001266,1.182778755562915,-0.14465776075367395,-1.872636812142051,-0.3490901479638066,0.037118950284391945,0.5114202870676227,-0.781910158136166,-0.9350593373783778,2.1685299394402358,-1.7231084716426148,-0.7248021828662127,-0.45020334298184905,-0.7768666934932686,-0.08289245476981918
2022-08-11,1.63%,1.60%,-1.10%,2.77%,1.39%,0.77%,-1.60%,-0.90%,-0.67%,2.89%,2.07%,4.25%,+2.13%,0.20%,-1.45%,-1.37%,-9.32%,1.58%,2.32%,0.71%,1.12%,2.87%,2.22%,0.45%,0.74%,2.77%,2.77%,2.88%,2.23%,1.55%,2.84%,2.10%,3.17%,3.46%,1.70%,2.20%,2.89%,1.4527437410248265,1.4271773603317883,-1.1690755891517546,1.583448694365957,1.0698552548772893,1.0946555054732858,-1.2745788709311303,-0.49016142012260794,-0.13624817181125257,1.6634940867368189,1.6478541679241867,-0.5202515859014836,1.69514451481378,1.272727272727278,0.3396273446750143,2.6888098062475314,-7.280418401855136,1.2891120993905985,2.8959146906053133,2.4972352256314996,0.8211234911053374,1.2935534214496915,1.8406811108518508,1.5204063923223714,0.6616861282708447,1.743326706801289,2.030587352179745,2.3562443378767166,2.78119144786976,0.1311719604418025,1.6168566417320032,3.299015197217144,1.9813172240572434,2.2536749923932886,0.9699595158128771,0.4753032611188007,3.361426941957891
2022-08-12,0.08%,0.13%,-0.08%,-0.60%,0.84%,-0.96%,1.45%,1.73%,+0.60%,-0.58%,-0.01%,-0.33%,-0.07%,3.76%,0.20%,-1.50%,2.33%,2.62%,1.02%,3.19%,-0.71%,-0.66%,0.46%,-0.14%,-0.32%,-0.48%,0.01%,0.28%,1.27%,-0.72%,-0.60%,1.46%,-0.61%,0.22%,0.02%,-1.56%,1.60%,1.7155509925867518,1.7319852155053914,-1.1839735896512746,2.1467214058243487,2.241161616161608,-0.1925545571245259,-0.17993162071269497,0.8116793827917067,-0.07656147120523067,2.288955323929183,2.066917202085101,3.899684419980138,2.0570192142089616,3.9582583663188156,-1.2486228424531751,-2.8484618306114764,-7.211757748329865,4.243089876122238,3.3583674366777094,3.920639856640072,0.39674687667352404,2.1939897110907776,2.6940505600904645,0.3118945365505859,0.4190660900814078,2.2761020506820984,2.7767757316471813,3.161777503418501,3.5349188076527267,0.8232201153524157,2.2273378155675023,3.5864076860100624,2.5367197168818967,3.686883238059994,1.71900511615292,0.6043114078059801,4.544616659859899
2022-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-16,1.27%,1.24%,0.49%,2.00%,1.98%,1.00%,-0.06%,0.16%,-0.29%,2.09%,1.69%,2.99%,+1.73%,-1.64%,0.73%,0.20%,-3.32%,-2.38%,1.63%,0.80%,1.31%,2.30%,1.47%,1.54%,0.92%,2.07%,2.02%,1.88%,1.44%,1.69%,2.24%,1.77%,2.27%,0.55%,1.88%,1.19%,1.28%,1.3555859548845552,1.3770294648226096,0.4092123122220023,1.3870221027479093,2.8331257783312496,0.03184713375795827,1.3849080279752581,1.8969100003503356,0.3067839331550198,1.4966442723584445,1.68646080760095,2.6476348654555766,1.660475412328035,2.046678635547574,0.9378008260100061,-1.309202926453593,-1.0638251616391026,0.17404115325107397,2.668284078774736,4.016570478919173,0.5882112052861683,1.6202113762440609,1.9379759159257812,1.3958844305247133,0.5969910429010764,1.5804283116512947,2.025270017771579,2.15975771318894,2.7310306710658634,0.9640094940770181,1.6327878246052245,3.2546135360320125,1.6482489269535394,0.7685560935773853,1.8991723244502552,-0.3855350554869277,2.902703623046403
2022-08-17,0.71%,0.72%,-0.04%,-0.17%,-3.54%,-3.12%,0.37%,0.22%,+0.04%,-0.19%,0.22%,-1.03%,+0.19%,0.52%,2.29%,2.82%,-1.30%,-3.22%,0.69%,-0.34%,-0.27%,1.09%,0.45%,0.27%,1.21%,-0.29%,-0.06%,0.58%,1.00%,0.02%,0.38%,0.20%,-0.43%,0.37%,-0.09%,-1.34%,0.80%,1.158023605465294,1.1863099827985053,0.8321470327686502,0.5928817366647641,-3.5398230088495604,-3.1200254695956655,0.3112378470620318,0.3859286515191485,0.7477080787821517,0.4243011190672561,0.6248540060733473,-0.7236425197039632,0.5852598623880048,-1.196340605207609,0.34083581539594954,2.8962530451258637,0.8192516220519965,-6.037569529477847,0.7048038507244513,-2.313872646375873,0.2223368002468108,1.705710258722129,0.6819421772275122,1.0858940028113049,2.2729880462074035,0.3378097558575298,0.4176448638378778,0.4942027015696165,1.5119393999553956,0.38890805988905996,1.0834876007314853,0.37497658957874075,0.0668104946794915,0.17161426412876285,0.4412264188705546,0.2963281923713606,0.600733447448776
2022-08-18,-0.50%,-0.45%,0.09%,-1.21%,0.92%,0.49%,-0.88%,-0.67%,+0.29%,-1.25%,-0.72%,-2.48%,-0.72%,3.37%,0.52%,-0.75%,1.07%,1.83%,-0.53%,0.81%,-0.63%,-1.12%,-0.78%,-0.15%,-0.23%,-0.70%,-1.85%,-1.40%,-1.11%,-1.05%,-1.33%,-0.29%,-1.06%,-1.74%,-1.71%,-2.13%,-1.00%,0.20015930270797325,0.2656983438136569,0.049797905233589956,-1.3741434444952032,-2.6548672566371736,-2.642470550780012,-0.5062373829632923,-0.45372797491163697,0.332692366388924,-1.4467471583797902,-0.5002035712208457,-3.4838629011426177,-0.5375668467864757,3.902613677049767,2.826644963375698,2.047913446676968,-0.2506322932180804,-1.4539794189816528,0.1558472064641542,0.46428017039754216,-0.8933483667546982,-0.0430681765336545,-0.33365828703062106,0.1199655985929728,0.9712051730186371,-0.9886521781732533,-1.91198223086033,-0.8204972211602755,-0.1260825398128386,-1.03336743339814,-0.9518968908008826,-0.09153766647790507,-1.4854559455498422,-1.378286942709864,-1.7916249764863723,-3.441657544735857,-0.20936741648781218
2022-08-19,0.06%,0.05%,0.87%,0.22%,0.97%,0.92%,-0.16%,-0.33%,+0.91%,0.21%,0.23%,2.28%,+0.23%,-0.56%,-2.35%,1.06%,-1.71%,2.71%,0.13%,2.53%,-0.43%,-0.04%,0.33%,0.34%,0.25%,0.49%,-0.04%,0.26%,0.19%,-0.01%,0.09%,0.59%,0.38%,0.49%,1.20%,-1.20%,-0.01%,-0.44791697048410056,-0.4015475701975497,0.9653348333764568,-0.9884135961781341,1.898133502056313,1.413079198159701,-1.0398438768153562,-1.005319496462374,1.2051501098364623,-1.0472004532156975,-0.4932969647727933,-0.25609740358691874,-0.49846697017560243,2.7777777777777883,-1.8360976803965854,0.3006388575723415,-0.6602390278779967,4.588005635859301,-0.3987205618848608,3.355203558891029,-1.0605036359129536,-1.1592052301704345,-0.4535091961826659,0.19091742363089423,0.01997032327703408,-0.21524353893034878,-1.8887315665580975,-1.1416205505396662,-0.9285078482973299,-1.066377445243828,-1.2349817499937097,0.29641247962846584,-0.685181149858477,-1.2618593359462777,-0.5257026248062983,-3.3034890558588095,-1.0125536715180943
2022-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-22,-0.86%,-0.81%,0.64%,-1.88%,2.83%,2.01%,-1.44%,-0.61%,+0.66%,-2.01%,-1.28%,-2.78%,-1.29%,3.12%,0.94%,0.64%,5.32%,0.30%,-2.02%,0.02%,0.27%,-2.10%,-1.27%,-0.05%,-0.35%,-1.83%,-1.83%,-1.81%,-1.60%,-2.31%,-2.08%,-1.51%,-2.21%,-2.07%,-0.73%,-0.78%,-1.95%,-0.805119047536936,-0.7567058269293053,1.513813563092605,-1.665647638634132,3.8244514106583036,2.9431000654022337,-1.6013633068659796,-0.9449756831483525,1.5765697249939,-1.800109973593506,-1.0580464137487577,-0.5649613023989258,-1.065970369954432,2.549965541006197,-1.427745136838258,1.7039000378644427,3.5175918409949802,3.0189490571883337,-1.8942296813747552,2.551897458285783,-0.16001732812176944,-2.137413939895866,-0.9473658201541798,0.2906347096080306,-0.09380980489576027,-1.345211649237109,-1.8644948913977974,-1.553619996560906,-1.4178754663430357,-2.320333682388241,-1.9827516405081753,-0.9337348941754361,-1.8379734108273027,-1.5902392465775728,0.4615683994492869,-1.9670942079423155,-1.9582112734692756
2022-08-23,-1.91%,-1.93%,0.82%,-2.70%,1.45%,1.49%,-2.25%,-1.21%,+0.59%,-2.55%,-2.13%,-3.72%,-2.14%,1.24%,1.69%,1.11%,15.53%,-0.59%,-2.19%,-0.25%,-1.38%,-2.84%,-1.95%,-1.38%,-1.11%,-2.78%,-2.67%,-1.59%,-2.34%,-1.90%,-2.44%,-2.04%,-2.85%,-1.65%,-2.20%,-1.55%,-2.28%,-2.7513415475667165,-2.722109414084341,1.457898690818212,-4.536631357107204,1.4536644457904313,1.493011435832265,-3.654698512291152,-1.8161539020885191,1.2503391516686373,-4.502539372551879,-3.3885454333372214,-6.401586820791429,-3.4024007059251966,1.6129032258064528,2.4119827053736893,2.5688756515264313,21.676891037245664,-0.29833883211757595,-4.1670257798598325,-0.22537472859807373,-1.1114007313460288,-4.882939514817911,-3.1890485707894913,-1.425337382494452,-1.44850360612435,-4.559102568030203,-4.4436629831020955,-3.3716267963596502,-3.9041351235003754,-4.161514176999908,-4.460114148651457,-3.516497268413901,-4.997056202972843,-3.6841635264595425,-2.915132281865494,-2.319756748792441,-4.187795970054726
2022-08-24,-0.47%,-0.47%,-0.39%,-0.10%,0.63%,1.56%,-1.56%,-1.10%,-0.32%,-0.00%,-0.26%,0.74%,-0.22%,1.10%,-0.43%,0.51%,1.30%,3.89%,-0.38%,3.62%,-1.39%,0.32%,0.19%,-0.63%,-0.45%,-0.25%,-0.71%,0.98%,-0.57%,-0.24%,0.37%,-0.73%,-0.12%,0.34%,-0.75%,0.04%,-0.25%,-2.364952760627772,-2.3882988192013292,0.4218406293738819,-2.803632663827863,2.0896426408237416,3.0813214739517143,-3.776852579370181,-2.3007215042265186,0.26654487462658805,-2.549502714996643,-2.3868604513765805,-3.01455391683195,-2.3590037081882853,2.343488449949777,1.2480451381435769,1.625867067934093,17.038835747008914,3.2720076352784497,-2.5600421386368306,3.3631626324071613,-2.753110274855041,-2.5310279613066995,-1.7618309201198465,-1.9954767053584146,-1.5536937296566034,-3.0275469466018055,-3.357886921718267,-0.6312602154464145,-2.8909642670342075,-2.1322738493250335,-2.07814614757461,-2.7531750417113017,-2.9680817972928226,-1.3121211824784549,-2.936597384877299,-1.5152839551227513,-2.5234077508252706
2022-08-25,0.18%,0.17%,0.06%,0.26%,1.84%,1.54%,1.24%,0.50%,+0.11%,0.41%,0.30%,0.07%,+0.29%,1.71%,3.06%,0.40%,-5.35%,1.23%,0.52%,1.20%,0.12%,0.37%,0.33%,0.35%,0.24%,0.04%,0.38%,0.24%,-0.13%,0.45%,0.61%,0.73%,0.15%,0.39%,-0.02%,1.37%,0.16%,-0.28544647131405326,-0.29646660212971926,-0.3349257978552484,0.15492166773175312,2.4776119402984995,3.129890453834119,-0.34301839314196353,-0.6111694955583756,-0.21065481640280137,0.40350262266056974,0.03622094778146695,0.8022105288103389,0.0671823759844914,2.8108465608465596,2.6145170531648625,0.907441016333935,-4.1176452674431445,5.1645748191770995,0.14100180020151415,4.8629846344672165,-1.2739566845767663,0.6946313673190755,0.5133673355046857,-0.28094136476763876,-0.2152082173501001,-0.21370571548599843,-0.3340288983616553,1.2236956556435137,-0.6932062431136244,0.2138728980518985,0.9810275951724994,-0.010612945775827434,0.03300049144393831,0.7338450561093213,-0.770551595120161,1.407116195671822,-0.08212094251116318
2022-08-26,0.98%,0.96%,-0.17%,1.75%,4.72%,7.31%,1.79%,1.22%,-0.47%,1.67%,1.41%,3.66%,+1.41%,-2.51%,-0.84%,0.72%,-4.56%,-2.50%,1.52%,0.76%,1.10%,1.29%,1.52%,0.59%,0.46%,1.68%,2.06%,2.26%,1.47%,1.22%,1.30%,1.68%,2.12%,1.60%,1.21%,0.14%,1.72%,1.1613374948292878,1.1306647214370384,-0.11146728477361106,2.0121738456170277,6.644912488875711,8.967642526964559,3.0571102000825365,1.7213169562411725,-0.36216462435688795,2.0835431710072467,1.7068151555501756,3.727250457586266,1.7048826152352017,-0.8505070330389206,2.1927433521109703,1.119537739256038,-9.664039256414101,-1.3014734889114552,2.0452318022962745,1.9698633669530496,1.2208085939369653,1.6691147409185065,1.855650205085012,0.9467224712319551,0.6956329510819141,1.716740826181097,2.4495312598630896,2.5127485349210112,1.3343144189286917,1.6746505427083132,1.9246624097973268,2.4188455666464423,2.2740147201254812,1.9977072720847446,1.1946476227847564,1.5130419485202276,1.88437391542664
2022-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,-3.03%,-3.04%,0.29%,-4.07%,0.53%,0.31%,-0.61%,0.15%,+0.56%,-3.94%,-3.37%,-5.81%,-3.37%,-0.06%,0.24%,1.36%,17.36%,0.58%,-3.03%,-1.07%,-2.80%,-3.88%,-3.51%,-1.54%,-2.48%,-4.28%,-3.86%,-3.14%,-2.36%,-2.60%,-3.39%,-2.24%,-4.55%,-3.73%,-2.77%,-3.35%,-3.35%,-2.0802125751010974,-2.1087444626494327,0.12429305035024019,-2.3917709159109806,5.272356539469853,7.647951441578156,1.173815138140577,1.372043506300154,0.09025809339102167,-2.3313325562120073,-2.0095347293464485,-2.3634242039926665,-2.007114618778647,-2.541009971051791,-0.5995062889385204,2.0863309352518082,12.00701055109839,-1.9285507880974047,-1.5629302075803442,-0.3167664456480865,-1.7258431627709494,-2.636784798030643,-2.0368951214108457,-0.9589345375138473,-2.0387976397458485,-2.675385456695155,-1.8799808705803671,-0.9445181069283631,-0.9344095473491668,-1.4196195414013675,-2.1342128959002062,-0.595764113665797,-2.5268901417252003,-2.186716194307269,-1.590643079941593,-3.210932444373856,-1.6894963233982592
2022-08-30,-0.57%,-0.58%,0.04%,-1.01%,2.60%,4.20%,-2.81%,-2.18%,+0.28%,-1.02%,-0.70%,-1.93%,-0.67%,1.40%,-0.18%,0.42%,2.54%,4.24%,-0.76%,1.54%,-0.71%,-0.54%,-0.44%,0.25%,-0.14%,-1.28%,-0.78%,-0.69%,-1.51%,-0.76%,-0.55%,-0.94%,-1.38%,-1.04%,-0.43%,-0.65%,-0.85%,-3.582839279964931,-3.6005169356535327,0.32923765156520335,-5.041425965339009,2.595967964650645,4.200733013814491,-3.4036415317566218,-2.033299572468598,0.8468733137478233,-4.918002641197928,-4.040704594144252,-7.625874285909622,-4.012983672769527,2.772277227722775,1.4486754966887398,1.6913319238900648,20.339753251446954,4.85301086908389,-3.770935000387303,0.4574062989616473,-3.4823512138066217,-4.399614900669529,-3.932350818912294,-1.3027074931047478,-2.6218754844251277,-5.501768733231444,-4.617752838299264,-3.801067555087329,-3.8408966799234383,-3.3439386644068327,-3.9302932184008674,-3.1533889112290763,-5.867534353696719,-4.725380253905972,-3.1827708798624768,-3.9736603758532114,-4.1748913729136214
2022-08-31,-0.96%,-0.94%,-0.04%,-1.07%,-0.54%,-0.70%,2.20%,0.99%,+0.31%,-1.12%,-1.09%,-1.31%,-1.10%,-0.06%,0.77%,2.01%,0.00%,-5.54%,-0.42%,-3.36%,-0.66%,-1.11%,-1.48%,-1.46%,-0.99%,-1.08%,-0.79%,-1.71%,0.01%,-0.69%,-1.36%,-0.71%,-1.07%,-1.47%,-0.83%,-0.95%,-0.14%,-1.5256486121054011,-1.512568577007718,-0.0018380533303456782,-2.074006576601561,2.0436343551505067,3.467719199323365,-0.6766767515956268,-1.213209727444548,0.5932285494965782,-2.1296037653005753,-1.773617440571499,-3.2092901929000965,-1.7620993380421228,1.3350700097688024,0.5934545454545447,2.439194126448382,2.543034554427008,-1.5258953430030269,-1.180095171535321,-1.8716878841850697,-1.3603430247409003,-1.645790898824196,-1.9091840110896416,-1.2187439322041134,-1.1319177958099216,-2.341561223883533,-1.5690892448214417,-2.383817009683973,-1.503685911233956,-1.4423085876108863,-1.9085474853068547,-1.6432100575865976,-2.4386812784509724,-2.485663700656841,-1.2472621491596985,-1.591942828115013,-0.9939616160311826
2022-09-01,-0.88%,-0.76%,-0.08%,-0.59%,1.41%,0.71%,1.26%,0.86%,-0.64%,-0.56%,-0.78%,-1.15%,-0.78%,2.72%,1.07%,-0.44%,-1.30%,-2.28%,-0.88%,-0.94%,-0.63%,-1.05%,-0.87%,-0.68%,-0.58%,-0.96%,0.01%,-1.21%,-0.76%,-0.02%,-0.56%,-0.23%,-0.74%,-0.83%,-0.27%,0.21%,-0.73%,-1.8335796315633226,-1.6929072486360095,-0.11490026560166987,-1.6609633587480739,0.861372812920593,0.0,3.4812554166557756,1.8608242750570616,-0.3292162720530192,-1.6764458324469163,-1.854263565891473,-2.4452580587310986,-1.875894715688199,2.633269107257556,1.853470886518625,1.5592515592515568,-1.2972081538174483,-7.689927760228921,-1.2990327715763548,-4.271630235619969,-1.2863273721845552,-2.1515954556441486,-2.329060045326618,-2.13214686699859,-1.5641209149035928,-2.0308740680262805,-0.785363906946172,-2.9008728412964486,-0.7539818663460447,-0.7118689230449295,-1.9116627915260083,-0.942710705046845,-1.8041779436515422,-2.2822415141586054,-1.0966559774401308,-0.7453710022291979,-0.8713578899324235
